Source File,Reference ID,Category,Action Item,HIPAA Control,Related HITRUST e1 Controls,Related HITRUST e1 Control Displays,Related HITRUST Control Count,45_CFR_Citation,HIPAA_Requirement_Title,HIPAA_Requirement_Summary,Implementation_Type,Safeguard_Family,Official_Section_URL,Official_Support_URL,Mapping Type,45 CFR Mapping Confidence,45 CFR Mapping Basis,45 CFR Notes,Official Citation Adjustment Notes
HITRUST e1.csv,ER-86,Policy,Access Control,REQ-24-HIPAA,11.01e1System.2,11.01e1 System.2,1,45 C.F.R. § 164.312(a)(1),Access Control,Implement technical policies and procedures for electronic information systems that maintain ePHI to allow access only to persons or software programs with authorized access rights.,Standard,Technical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.312,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,Many:1,Composite,Broad access-control policy control spans both the technical access-control standard and the administrative information-access-management standard.,Used when the spreadsheet row is a general access-control policy without a narrower authorization/review/termination artifact.,"45 CFR § 164.308(a)(4)(i) -> 45 C.F.R. § 164.308(a)(4): Standard-level citation used in enhanced sheets because the underlying Thoropass control is general information-access management, not a health-care-clearinghouse-only function."
HITRUST e1.csv,ER-86,Policy,Access Control,REQ-24-HIPAA,11.01e1System.2,11.01e1 System.2,1,45 C.F.R. § 164.308(a)(4),Information Access Management,Implement policies and procedures for authorizing access to ePHI that are consistent with the applicable requirements of the HIPAA Privacy Rule.,Standard,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,Many:1,Composite,Broad access-control policy control spans both the technical access-control standard and the administrative information-access-management standard.,Used when the spreadsheet row is a general access-control policy without a narrower authorization/review/termination artifact.,"45 CFR § 164.308(a)(4)(i) -> 45 C.F.R. § 164.308(a)(4): Standard-level citation used in enhanced sheets because the underlying Thoropass control is general information-access management, not a health-care-clearinghouse-only function."
HITRUST e1.csv,ER-86,Policy,Access Control,REQ-30-HIPAA,11.01e1System.2,11.01e1 System.2,1,45 C.F.R. § 164.308(a)(4)(ii)(B),Information Access Management — Access Authorization,"Implement policies and procedures for granting access to ePHI through appropriate mechanisms such as workstations, transactions, programs, or processes.",Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,Many:1,Direct,New-hire access request and approval evidence aligns directly to access authorization.,Used for access-request forms/templates and access-control rows that center on approvals.,"45 CFR § 164.308(a)(4)(i) -> 45 C.F.R. § 164.308(a)(4): Standard-level citation used in enhanced sheets because the underlying Thoropass control is general information-access management, not a health-care-clearinghouse-only function."
HITRUST e1.csv,ER-86,Policy,Access Control,REQ-31-HIPAA,11.01e1System.2,11.01e1 System.2,1,45 C.F.R. § 164.308(a)(3)(ii)(C),Workforce Security — Termination Procedures,Implement procedures for terminating a workforce member’s access to ePHI when employment ends or when access should otherwise be removed.,Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/cybersecurity-newsletter-summer-2019/index.html,Many:1,Composite,"The same internal control appears within a general access-control policy row; termination remains the most likely HIPAA basis, with access-right modification as supporting context.",Mapped conservatively because the internal control ID spans both termination evidence and access-control policy language.,"45 CFR § 164.308(a)(4)(i) -> 45 C.F.R. § 164.308(a)(4): Standard-level citation used in enhanced sheets because the underlying Thoropass control is general information-access management, not a health-care-clearinghouse-only function."
HITRUST e1.csv,ER-86,Policy,Access Control,REQ-31-HIPAA,11.01e1System.2,11.01e1 System.2,1,45 C.F.R. § 164.308(a)(4)(ii)(C),Information Access Management — Access Establishment and Modification,"Implement policies and procedures to establish, document, review, and modify a user’s right of access to a workstation, transaction, program, or process.",Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,Many:1,Composite,"The same internal control appears within a general access-control policy row; termination remains the most likely HIPAA basis, with access-right modification as supporting context.",Mapped conservatively because the internal control ID spans both termination evidence and access-control policy language.,"45 CFR § 164.308(a)(4)(i) -> 45 C.F.R. § 164.308(a)(4): Standard-level citation used in enhanced sheets because the underlying Thoropass control is general information-access management, not a health-care-clearinghouse-only function."
HITRUST e1.csv,ER-115,Policy,Backups,REQ-61-HIPAA,1616.09l1Organizational.16,1616.09l1 Organizational.16,1,45 C.F.R. § 164.308(a)(7)(ii)(A),Contingency Plan — Data Backup Plan,Establish and implement procedures to create and maintain retrievable exact copies of ePHI.,Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/cybersecurity/ransomware-fact-sheet/index.html,Many:1,Composite,"This internal control appears on general backup-policy rows and explicit backup-test rows, so both backup-plan and test/revision citations are included.",Broader than a single implementation specification because the source spreadsheet uses the same control across planning and testing evidence.,
HITRUST e1.csv,ER-115,Policy,Backups,REQ-61-HIPAA,1616.09l1Organizational.16,1616.09l1 Organizational.16,1,45 C.F.R. § 164.308(a)(7)(ii)(D),Contingency Plan — Applications and Data Criticality Analysis,Assess the relative criticality of specific applications and data in support of contingency planning.,Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,Many:1,Composite,"This internal control appears on general backup-policy rows and explicit backup-test rows, so both backup-plan and test/revision citations are included.",Broader than a single implementation specification because the source spreadsheet uses the same control across planning and testing evidence.,
HITRUST e1.csv,ER-115,Policy,Backups,REQ-60-HIPAA,1616.09l1Organizational.16,1616.09l1 Organizational.16,1,45 C.F.R. § 164.308(a)(7)(ii)(A),Contingency Plan — Data Backup Plan,Establish and implement procedures to create and maintain retrievable exact copies of ePHI.,Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/cybersecurity/ransomware-fact-sheet/index.html,Many:1,Direct,Backup policy aligns directly to creation and maintenance of retrievable exact copies of ePHI.,Used for backup-policy rows.,
HITRUST e1.csv,ER-61,Policy,Change Management,REQ-53-HIPAA,"06.09b1System.2, 1769.09i1System.12","06.09b1 System.2, 1769.09i1 System.12",2,45 C.F.R. § 164.308(a)(8),Evaluation,"Perform periodic technical and nontechnical evaluations, and repeat them in response to environmental or operational changes affecting the security of ePHI.",Required standard,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/ocr/privacy/hipaa/administrative/securityrule/index.html,1:Many,Best-fit composite,"HIPAA does not expressly name change management, but OCR guidance links environmental/operational changes to ongoing evaluation, maintenance, and updating of security documentation.",Used for the change-management policy row as the closest HIPAA analogue.,
HITRUST e1.csv,ER-61,Policy,Change Management,REQ-53-HIPAA,"06.09b1System.2, 1769.09i1System.12","06.09b1 System.2, 1769.09i1 System.12",2,45 C.F.R. § 164.306(e),Maintenance,"Review and modify security measures as needed to continue providing reasonable and appropriate protection of ePHI, and update related documentation.",Standard maintenance requirement,General Rules,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.306,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/combined/hipaa-simplification-201303.pdf,1:Many,Best-fit composite,"HIPAA does not expressly name change management, but OCR guidance links environmental/operational changes to ongoing evaluation, maintenance, and updating of security documentation.",Used for the change-management policy row as the closest HIPAA analogue.,
HITRUST e1.csv,ER-61,Policy,Change Management,REQ-53-HIPAA,"06.09b1System.2, 1769.09i1System.12","06.09b1 System.2, 1769.09i1 System.12",2,45 C.F.R. § 164.316(b)(2)(iii),Documentation — Updates,Review documentation periodically and update it as needed in response to environmental or operational changes affecting the security of ePHI.,Required implementation specification,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/combined/hipaa-simplification-201303.pdf,1:Many,Best-fit composite,"HIPAA does not expressly name change management, but OCR guidance links environmental/operational changes to ongoing evaluation, maintenance, and updating of security documentation.",Used for the change-management policy row as the closest HIPAA analogue.,
HITRUST e1.csv,ER-108,Policy,"Data Classification, Retention and Disposal",REQ-32-HIPAA,"0305.09q1Organizational.12, 1239.09aa1System.4, 1616.09l1Organizational.16, 1767.07d1Organizational.2, 19142.06c1Organizational.8","0305.09q1 Organizational.12, 1239.09aa1 System.4, 1616.09l1 Organizational.16, 1767.07d1 Organizational.2, 19142.06c1 Organizational.8",5,45 C.F.R. § 164.310(d)(2)(i),Device and Media Controls — Disposal,Implement policies and procedures to address the final disposition of ePHI and the hardware or electronic media on which it is stored.,Required implementation specification,Physical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.310,https://www.hhs.gov/hipaa/for-professionals/faq/575/what-does-hipaa-require-of-covered-entities-when-they-dispose-information/index.html,Many:Many,Best-fit,The direct HIPAA overlap in this action item is final disposition/disposal; HIPAA does not explicitly name data classification or retention as standalone Security Rule specifications.,Only the disposal portion of the action item maps directly to an express HIPAA implementation specification.,
HITRUST e1.csv,ER-108,Policy,"Data Classification, Retention and Disposal",REQ-67-HIPAA,"0305.09q1Organizational.12, 1239.09aa1System.4, 1616.09l1Organizational.16, 1767.07d1Organizational.2, 19142.06c1Organizational.8","0305.09q1 Organizational.12, 1239.09aa1 System.4, 1616.09l1 Organizational.16, 1767.07d1 Organizational.2, 19142.06c1 Organizational.8",5,45 C.F.R. § 164.310(d)(2)(i),Device and Media Controls — Disposal,Implement policies and procedures to address the final disposition of ePHI and the hardware or electronic media on which it is stored.,Required implementation specification,Physical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.310,https://www.hhs.gov/hipaa/for-professionals/faq/575/what-does-hipaa-require-of-covered-entities-when-they-dispose-information/index.html,Many:Many,Best-fit,"In this overlap set, the control appears through a data-retention/disposal action item, so disposal is the closest direct HIPAA citation.","This same internal control also appears on customer-contract rows elsewhere in the uploaded spreadsheets, but that contractual context is not the shared action item here.",
HITRUST e1.csv,ER-108,Policy,"Data Classification, Retention and Disposal",REQ-66-HIPAA,"0305.09q1Organizational.12, 1239.09aa1System.4, 1616.09l1Organizational.16, 1767.07d1Organizational.2, 19142.06c1Organizational.8","0305.09q1 Organizational.12, 1239.09aa1 System.4, 1616.09l1 Organizational.16, 1767.07d1 Organizational.2, 19142.06c1 Organizational.8",5,45 C.F.R. § 164.310(d)(2)(ii),Device and Media Controls — Media Re-use,Implement procedures for removing ePHI from electronic media before the media are made available for re-use.,Required implementation specification,Physical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.310,https://www.hhs.gov/hipaa/for-professionals/faq/575/what-does-hipaa-require-of-covered-entities-when-they-dispose-information/index.html,Many:Many,Best-fit,"Within the data-retention/disposal action item, this internal control is best matched to sanitization/reuse of media; HIPAA does not separately name classification or retention.",Only the media-reuse/sanitization aspect maps directly to an express HIPAA specification.,
HITRUST e1.csv,ER-55,Policy,Incident Response,REQ-48-HIPAA,"1561.11c1Organizational.4, 1589.11c1Organizational.5","1561.11c1 Organizational.4, 1589.11c1 Organizational.5",2,45 C.F.R. § 164.308(a)(6)(i),Security Incident Procedures,Implement policies and procedures to address security incidents.,Standard,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/faq/2002/what-does-the-security-rule-require-a-covered-entity-to-do-to-comply/index.html,Many:Many,Direct,Incident-response policy aligns directly to the Security Incident Procedures standard.,Used for policy-level incident-response rows.,
HITRUST e1.csv,ER-55,Policy,Incident Response,REQ-49-HIPAA,"1561.11c1Organizational.4, 1589.11c1Organizational.5","1561.11c1 Organizational.4, 1589.11c1 Organizational.5",2,45 C.F.R. § 164.308(a)(6)(ii),Security Incident Procedures — Response and Reporting,"Identify and respond to suspected or known security incidents, mitigate harmful effects to the extent practicable, and document incidents and outcomes.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/faq/2002/what-does-the-security-rule-require-a-covered-entity-to-do-to-comply/index.html,Many:Many,Direct,This internal control best aligns to the response/reporting implementation specification under incident procedures.,Used where the spreadsheet distinguishes the response/reporting component of incident handling.,
HITRUST e1.csv,ER-57,Policy,Information Security,REQ-1-HIPAA,0113.04a1Organizational.2,0113.04a1 Organizational.2,1,45 C.F.R. § 164.316(a),Policies and Procedures,"Implement reasonable and appropriate policies and procedures to comply with the Security Rule standards, implementation specifications, and other requirements.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:1,Best-fit (broad policy control),Internal control/action item is a general information-security policy repository rather than a single named HIPAA implementation specification; mapped to the Security Rule's policies/procedures and documentation requirements.,Used as the umbrella HIPAA citation for documented security policies. This is broader than any single safeguard requirement.,
HITRUST e1.csv,ER-57,Policy,Information Security,REQ-1-HIPAA,0113.04a1Organizational.2,0113.04a1 Organizational.2,1,45 C.F.R. § 164.316(b)(1),Documentation,"Maintain written or electronic policies and procedures implemented to comply with the Security Rule and written or electronic records of required actions, activities, and assessments.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:1,Best-fit (broad policy control),Internal control/action item is a general information-security policy repository rather than a single named HIPAA implementation specification; mapped to the Security Rule's policies/procedures and documentation requirements.,Used as the umbrella HIPAA citation for documented security policies. This is broader than any single safeguard requirement.,
HITRUST e1.csv,ER-57,Policy,Information Security,REQ-12-HIPAA,0113.04a1Organizational.2,0113.04a1 Organizational.2,1,45 C.F.R. § 164.308(a)(5),Security Awareness and Training,"Implement a security awareness and training program for all members of the workforce, including management.",Standard,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/adminsafeguards.pdf,Many:1,Direct,Action item and control context align to workforce security-awareness training for new hires.,Mapped at the standard level because the spreadsheet does not break new-hire training into the more granular addressable sub-specifications.,
HITRUST e1.csv,ER-57,Policy,Information Security,REQ-13-HIPAA,0113.04a1Organizational.2,0113.04a1 Organizational.2,1,45 C.F.R. § 164.308(a)(5),Security Awareness and Training,"Implement a security awareness and training program for all members of the workforce, including management.",Standard,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/adminsafeguards.pdf,Many:1,Direct,Action item and control context align to ongoing/current-employee security-awareness training.,"Mapped at the standard level because the spreadsheet expresses periodic training broadly, not only reminders or phishing-specific sub-controls.",
HITRUST e1.csv,ER-24,Policy,Password and Multi-Factor Authentication,REQ-26-HIPAA,"10.01d1System.10, 11.01p1System.5","10.01d1 System.10, 11.01p1 System.5",2,45 C.F.R. § 164.308(a)(5)(ii)(D),Security Awareness and Training — Password Management,"Implement procedures for creating, changing, and safeguarding passwords.",Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/adminsafeguards.pdf,1:Many,Composite,"Action item explicitly combines password controls with MFA, so both password management and authentication verification are cited.",Covers password creation/change/safeguarding and MFA-style authentication evidence.,
HITRUST e1.csv,ER-24,Policy,Password and Multi-Factor Authentication,REQ-26-HIPAA,"10.01d1System.10, 11.01p1System.5","10.01d1 System.10, 11.01p1 System.5",2,45 C.F.R. § 164.312(d),Person or Entity Authentication,Implement procedures to verify that a person or entity seeking access to ePHI is the one claimed.,Required standard,Technical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.312,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,1:Many,Composite,"Action item explicitly combines password controls with MFA, so both password management and authentication verification are cited.",Covers password creation/change/safeguarding and MFA-style authentication evidence.,
HITRUST e1.csv,ER-41,Policy,Risk Management,REQ-17-HIPAA,"1701.03a1Organizational.12345678, 1704.03b1Organizational.12","1701.03a1 Organizational.12345678, 1704.03b1 Organizational.12",2,45 C.F.R. § 164.308(a)(1)(ii)(A),Security Management Process — Risk Analysis,"Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of ePHI.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:Many,Direct,Control context aligns to identifying risks and vulnerabilities to ePHI.,Risk analysis is the most direct HIPAA citation for assessment-oriented rows.,
HITRUST e1.csv,ER-41,Policy,Risk Management,REQ-20-HIPAA,"1701.03a1Organizational.12345678, 1704.03b1Organizational.12","1701.03a1 Organizational.12345678, 1704.03b1 Organizational.12",2,45 C.F.R. § 164.308(a)(1)(ii)(B),Security Management Process — Risk Management,Implement security measures sufficient to reduce identified risks and vulnerabilities to a reasonable and appropriate level.,Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:Many,Direct,Control context aligns to reducing identified risks and vulnerabilities to a reasonable and appropriate level.,Used for policy and operational rows focused on treatment/mitigation of identified risks.,
HITRUST e1.csv,ER-141,Population,All Incidents Identified During the Review Period [INSERT EXAM PERIOD],REQ-50-HIPAA,1561.11c1Organizational.4,1561.11c1 Organizational.4,1,45 C.F.R. § 164.308(a)(6)(ii),Security Incident Procedures — Response and Reporting,"Identify and respond to suspected or known security incidents, mitigate harmful effects to the extent practicable, and document incidents and outcomes.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/faq/2002/what-does-the-security-rule-require-a-covered-entity-to-do-to-comply/index.html,Many:1,Composite,Incident tickets/population evidence show response/reporting activities and the required documentation of incidents and outcomes.,Documentation is added because the evidence row is a ticket/log of incidents during the review period.,
HITRUST e1.csv,ER-141,Population,All Incidents Identified During the Review Period [INSERT EXAM PERIOD],REQ-50-HIPAA,1561.11c1Organizational.4,1561.11c1 Organizational.4,1,45 C.F.R. § 164.316(b)(1),Documentation,"Maintain written or electronic policies and procedures implemented to comply with the Security Rule and written or electronic records of required actions, activities, and assessments.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:1,Composite,Incident tickets/population evidence show response/reporting activities and the required documentation of incidents and outcomes.,Documentation is added because the evidence row is a ticket/log of incidents during the review period.,
HITRUST e1.csv,ER-141,Population,All Incidents Identified During the Review Period [INSERT EXAM PERIOD],REQ-995-HIPAA,1561.11c1Organizational.4,1561.11c1 Organizational.4,1,45 C.F.R. § 164.308(a)(6)(ii),Security Incident Procedures — Response and Reporting,"Identify and respond to suspected or known security incidents, mitigate harmful effects to the extent practicable, and document incidents and outcomes.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/faq/2002/what-does-the-security-rule-require-a-covered-entity-to-do-to-comply/index.html,Many:1,Best-fit composite,Generic population/evidence control used to show incidents and outcomes during the review period.,Internal control is generic; citation follows the specific evidence row context.,
HITRUST e1.csv,ER-141,Population,All Incidents Identified During the Review Period [INSERT EXAM PERIOD],REQ-995-HIPAA,1561.11c1Organizational.4,1561.11c1 Organizational.4,1,45 C.F.R. § 164.316(b)(1),Documentation,"Maintain written or electronic policies and procedures implemented to comply with the Security Rule and written or electronic records of required actions, activities, and assessments.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:1,Best-fit composite,Generic population/evidence control used to show incidents and outcomes during the review period.,Internal control is generic; citation follows the specific evidence row context.,
HITRUST e1.csv,ER-139,Population,All Software and Infrastructure Production Changes During the Review Period [INSERT EXAM PERIOD],REQ-55-HIPAA,"06.09b1System.2, 1704.03b1Organizational.12","06.09b1 System.2, 1704.03b1 Organizational.12",2,45 C.F.R. § 164.308(a)(8),Evaluation,"Perform periodic technical and nontechnical evaluations, and repeat them in response to environmental or operational changes affecting the security of ePHI.",Required standard,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/ocr/privacy/hipaa/administrative/securityrule/index.html,Many:Many,Best-fit composite,"Production-change tickets/population evidence are not a named HIPAA specification, but they are strong evidence of evaluating and documenting operational changes affecting ePHI safeguards.",Best-fit evidence mapping; HIPAA does not mandate a particular ticketing mechanism.,
HITRUST e1.csv,ER-139,Population,All Software and Infrastructure Production Changes During the Review Period [INSERT EXAM PERIOD],REQ-55-HIPAA,"06.09b1System.2, 1704.03b1Organizational.12","06.09b1 System.2, 1704.03b1 Organizational.12",2,45 C.F.R. § 164.316(b)(1),Documentation,"Maintain written or electronic policies and procedures implemented to comply with the Security Rule and written or electronic records of required actions, activities, and assessments.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:Many,Best-fit composite,"Production-change tickets/population evidence are not a named HIPAA specification, but they are strong evidence of evaluating and documenting operational changes affecting ePHI safeguards.",Best-fit evidence mapping; HIPAA does not mandate a particular ticketing mechanism.,
HITRUST e1.csv,ER-139,Population,All Software and Infrastructure Production Changes During the Review Period [INSERT EXAM PERIOD],REQ-995-HIPAA,"06.09b1System.2, 1704.03b1Organizational.12","06.09b1 System.2, 1704.03b1 Organizational.12",2,45 C.F.R. § 164.308(a)(8),Evaluation,"Perform periodic technical and nontechnical evaluations, and repeat them in response to environmental or operational changes affecting the security of ePHI.",Required standard,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/ocr/privacy/hipaa/administrative/securityrule/index.html,Many:Many,Best-fit composite,Generic population/evidence control used to show production changes during the review period.,Internal control is generic; citation follows the specific evidence row context.,
HITRUST e1.csv,ER-139,Population,All Software and Infrastructure Production Changes During the Review Period [INSERT EXAM PERIOD],REQ-995-HIPAA,"06.09b1System.2, 1704.03b1Organizational.12","06.09b1 System.2, 1704.03b1 Organizational.12",2,45 C.F.R. § 164.316(b)(1),Documentation,"Maintain written or electronic policies and procedures implemented to comply with the Security Rule and written or electronic records of required actions, activities, and assessments.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:Many,Best-fit composite,Generic population/evidence control used to show production changes during the review period.,Internal control is generic; citation follows the specific evidence row context.,
HITRUST e1.csv,ER-136,Population,All Terminated Employees During the Review Period [INSERT EXAM PERIOD],REQ-31-HIPAA,11143.02i1Organizational.3,11143.02i1 Organizational.3,1,45 C.F.R. § 164.308(a)(3)(ii)(C),Workforce Security — Termination Procedures,Implement procedures for terminating a workforce member’s access to ePHI when employment ends or when access should otherwise be removed.,Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/cybersecurity-newsletter-summer-2019/index.html,Many:1,Composite,Termination tickets/population evidence align directly to terminating access and documenting the action taken.,Documentation is added because the row is explicit evidence that access-removal events were carried out and recorded.,
HITRUST e1.csv,ER-136,Population,All Terminated Employees During the Review Period [INSERT EXAM PERIOD],REQ-31-HIPAA,11143.02i1Organizational.3,11143.02i1 Organizational.3,1,45 C.F.R. § 164.316(b)(1),Documentation,"Maintain written or electronic policies and procedures implemented to comply with the Security Rule and written or electronic records of required actions, activities, and assessments.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:1,Composite,Termination tickets/population evidence align directly to terminating access and documenting the action taken.,Documentation is added because the row is explicit evidence that access-removal events were carried out and recorded.,
HITRUST e1.csv,ER-136,Population,All Terminated Employees During the Review Period [INSERT EXAM PERIOD],REQ-995-HIPAA,11143.02i1Organizational.3,11143.02i1 Organizational.3,1,45 C.F.R. § 164.308(a)(3)(ii)(C),Workforce Security — Termination Procedures,Implement procedures for terminating a workforce member’s access to ePHI when employment ends or when access should otherwise be removed.,Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/cybersecurity-newsletter-summer-2019/index.html,Many:1,Best-fit composite,Generic population/evidence control used to show termination-related access removals during the review period.,Internal control is generic; citation follows the specific evidence row context.,
HITRUST e1.csv,ER-136,Population,All Terminated Employees During the Review Period [INSERT EXAM PERIOD],REQ-995-HIPAA,11143.02i1Organizational.3,11143.02i1 Organizational.3,1,45 C.F.R. § 164.316(b)(1),Documentation,"Maintain written or electronic policies and procedures implemented to comply with the Security Rule and written or electronic records of required actions, activities, and assessments.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:1,Best-fit composite,Generic population/evidence control used to show termination-related access removals during the review period.,Internal control is generic; citation follows the specific evidence row context.,
HITRUST e1.csv,ER-87,Sample,Access Review Documentation,REQ-29-HIPAA,11.01e1System.2,11.01e1 System.2,1,45 C.F.R. § 164.308(a)(4)(ii)(C),Information Access Management — Access Establishment and Modification,"Implement policies and procedures to establish, document, review, and modify a user’s right of access to a workstation, transaction, program, or process.",Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,1:1,Direct,"Access-review documentation aligns directly to the requirement to establish, document, review, and modify user rights of access.",Used for both access-review evidence and broader policy statements that emphasize periodic review/modification.,
