Reference ID,Category,Name,Tiers - Level 1 (from Child ERS(s)),Local Controls (Linked),Framework (from Local Controls (Linked)),Sort Order
ER-53,Sample,[Sample] Evidence of Vulnerability Scan Results,"Security,PCI DSS v4.0 - SAQ-A","REQ-46,REQ-47,07.10m1Organizational.3,A.08.07,A.08.08a,REQ-46-SOC1,REQ-47-SOC1,REQ-46-HIPAA,REQ-47-HIPAA,11.3.1.3,11.3.2,REQ-46,REQ-47,A.08.07,A.08.08a,REQ-46-SOC1,REQ-47-SOC1,REQ-46-HIPAA,REQ-47-HIPAA,07.10m1Organizational.3,11.3.1.3,11.3.2,11.3.1.3,11.3.2,07.10m1Organizational.3,REQ-46,REQ-47,A.08.07,A.08.08a,REQ-46-SOC1,REQ-47-SOC1,REQ-46-HIPAA,REQ-47-HIPAA","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security",52
ER-54,Sample,[Sample] Evidence of Vulnerability Scan Remediation,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-46,REQ-47,A.08.07,A.08.08a,REQ-46-SOC1,REQ-47-SOC1,REQ-46-HIPAA,REQ-47-HIPAA,6.3.3,6.3.3,6.3.3","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",53
ER-55,Policy,[Policy] Incident Response,"Security,PCI DSS v4.0 - SAQ-A","REQ-49,1561.11c1Organizational.4,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,REQ-48,REQ-48-SOC1,A.05.25,REQ-48-HIPAA,REQ-49-HIPAA,1589.11c1Organizational.5,12.10.1,REQ-49,1561.11c1Organizational.4,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,REQ-48,REQ-48-SOC1,A.05.25,REQ-48-HIPAA,REQ-49-HIPAA,1589.11c1Organizational.5,12.10.1,REQ-49,1561.11c1Organizational.4,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,REQ-48,REQ-48-SOC1,A.05.25,REQ-48-HIPAA,REQ-49-HIPAA,1589.11c1Organizational.5,12.10.1,12.10.1","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,ISO 27001/2 (2022),HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,ISO 27001/2 (2022),HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,ISO 27001/2 (2022),HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0",54
ER-56,Operational,[Operational] Information Security Policy Repository,Security,"REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36","SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022)",55
ER-57,Policy,[Policy] Information Security,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,06.02,07.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,04.01,04.02,04.03,04.04,05.01,05.03,06.01.01,06.03,07.01,07.02,07.03,07.04,08.01,08.02,08.03,09.01,09.02.01,09.03.01,10.01,10.02,06.01.02,06.01.03,07.05.02,07.05.03,09.02.02,09.03.02,09.03.03,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,A.05.35,1.1.1,2.1.1,4.1.1,5.1.1,6.1.1,7.1.1,8.1.1,9.1.1,10.1.1,11.1.1,12.1.1,3.1.1,REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,06.02,07.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,04.01,04.02,04.03,04.04,05.01,05.03,06.01.01,06.03,07.01,07.02,07.03,07.04,08.01,08.02,08.03,09.01,09.02.01,09.03.01,10.01,10.02,06.01.02,06.01.03,07.05.02,07.05.03,09.02.02,09.03.02,09.03.03,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,A.05.35,1.1.1,2.1.1,4.1.1,5.1.1,6.1.1,7.1.1,8.1.1,9.1.1,10.1.1,11.1.1,12.1.1,3.1.1,REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,05.02,A.05.01,06.02,07.05.01,04.01,04.02,04.03,04.04,05.01,05.03,06.01.01,06.03,07.01,07.02,07.03,07.04,08.01,08.02,08.03,09.01,09.02.01,09.03.01,10.01,10.02,06.01.02,06.01.03,07.05.02,07.05.03,09.02.02,09.03.02,09.03.03,06.02,06.03,07.05.01,07.05.02,07.05.03,1.1.1,2.1.1,4.1.1,5.1.1,6.1.1,7.1.1,8.1.1,9.1.1,10.1.1,11.1.1,12.1.1,3.1.1,REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,A.05.35,1.1.1,2.1.1,4.1.1,5.1.1,6.1.1,7.1.1,8.1.1,9.1.1,10.1.1,11.1.1,12.1.1,3.1.1","SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",56
ER-59,Policy,[Policy] Vendor Management,Security,"REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security",57
ER-61,Policy,[Policy] Change Management,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-53,06.09b1System.2,A.08.32,REQ-53-SOC1,REQ-53-HIPAA,1769.09i1System.12,6.5.1,6.5.2,6.5.3,6.5.4,6.5.5,REQ-53,06.09b1System.2,A.08.32,REQ-53-SOC1,REQ-53-HIPAA,1769.09i1System.12,6.5.1,6.5.2,6.5.3,6.5.4,6.5.5,REQ-53,06.09b1System.2,A.08.32,REQ-53-SOC1,REQ-53-HIPAA,1769.09i1System.12,6.5.1,6.5.2,6.5.3,6.5.4,6.5.5","SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",59
ER-62,Sample,[Sample] Software/Infrastructure Production Change Ticket ,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0",60
ER-63,Configuration,[Configuration] Logins to All In-Scope Production Systems,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-25,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.03,A.08.05a,A.08.15,A.08.31,REQ-25-SOC1,REQ-25-HIPAA,7.2.6,REQ-25,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.03,A.08.05a,A.08.15,A.08.31,REQ-25-SOC1,REQ-25-HIPAA,7.2.6,REQ-25,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.03,A.08.05a,A.08.15,A.08.31,REQ-25-SOC1,REQ-25-HIPAA,REQ-25,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.03,A.08.05a,A.08.15,A.08.31,REQ-25-SOC1,REQ-25-HIPAA,7.2.6","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0",61
ER-67,Configuration,[Configuration] Password Vault and Shared Accounts,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,7.2.5","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",65
ER-68,Configuration,[Configuration] All Privileged Access to the Production Network,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-54,REQ-57,A.05.03,REQ-57-HIPAA,REQ-28-SOC1,REQ-31-SOC1,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,1.2.8,1.4.5,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-54,REQ-57,A.05.03,REQ-57-HIPAA,REQ-28-SOC1,REQ-31-SOC1,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,1.2.8,1.4.5,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-54,REQ-57,A.05.03,REQ-57-HIPAA,REQ-28-SOC1,REQ-31-SOC1,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-54,REQ-57,A.05.03,REQ-57-HIPAA,REQ-28-SOC1,REQ-31-SOC1,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-54,REQ-57,A.05.03,REQ-57-HIPAA,REQ-28-SOC1,REQ-31-SOC1,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-54,REQ-57,REQ-31,A.05.03,A.08.31,REQ-31-SOC1,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-57-HIPAA,REQ-31-HIPAA,1.2.8,1.4.5","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0",66
